date,composition,portfolio_value
2021-06-17,"[('uniswap', 3.351624513000765), ('aave', 0.1481255216483687), ('havven', 1.7703866041769236), ('sushi', 1.671018324409348), ('maker', 0.010743193823107577), ('compound-governance-token', 0.05372461427955922), ('0x', 9.114362289949298), ('yearn-finance', 0.00042962202596801593), ('bancor', 2.0542603840761866), ('republic-protocol', 10.493675647531225), ('loopring', 14.814506138785823), ('1inch', 1.7948230022633784), ('balancer', 0.12866576117737905), ('origin-protocol', 2.5136606540961903), ('badger-dao', 0.09265852997896021), ('rocket-pool', 0.19499794607019494), ('perpetual-protocol', 0.34394803980626326), ('alchemix', 0.00153952331241702), ('beefy-finance', 0.0009045327827400935), ('vesper-finance', 0.02718065965643782), ('harvest-finance', 0.006006027597850005), ('melon', 0.01601219248154603), ('bella-protocol', 0.33958150736505216), ('hegic', 5.101648843460263), ('rari-governance-token', 0.1032793286887066), ('frax-share', 0.1127995562143456), ('meta', 0.2677611730741301), ('barnbridge', 0.01624321917309393), ('yam-2', 0.14264924037904445), ('inverse-finance', 0.0004890258375598017), ('lido-dao', 0.23528885523222715), ('pickle-finance', 0.011377195348790566)]",258.5760420240304
2021-06-18,"[('uniswap', 3.351624513000765), ('aave', 0.1481255216483687), ('havven', 1.7703866041769236), ('sushi', 1.671018324409348), ('maker', 0.010743193823107577), ('compound-governance-token', 0.05372461427955922), ('0x', 9.114362289949298), ('yearn-finance', 0.00042962202596801593), ('bancor', 2.0542603840761866), ('republic-protocol', 10.493675647531225), ('loopring', 14.814506138785823), ('1inch', 1.7948230022633784), ('balancer', 0.12866576117737905), ('origin-protocol', 2.5136606540961903), ('badger-dao', 0.09265852997896021), ('rocket-pool', 0.19499794607019494), ('perpetual-protocol', 0.34394803980626326), ('alchemix', 0.00153952331241702), ('beefy-finance', 0.0009045327827400935), ('vesper-finance', 0.02718065965643782), ('harvest-finance', 0.006006027597850005), ('melon', 0.01601219248154603), ('bella-protocol', 0.33958150736505216), ('hegic', 5.101648843460263), ('rari-governance-token', 0.1032793286887066), ('frax-share', 0.1127995562143456), ('meta', 0.2677611730741301), ('barnbridge', 0.01624321917309393), ('yam-2', 0.14264924037904445), ('inverse-finance', 0.0004890258375598017), ('lido-dao', 0.23528885523222715), ('pickle-finance', 0.011377195348790566)]",261.5390370305924
2021-06-19,"[('uniswap', 3.351624513000765), ('aave', 0.1481255216483687), ('havven', 1.7703866041769236), ('sushi', 1.671018324409348), ('maker', 0.010743193823107577), ('compound-governance-token', 0.05372461427955922), ('0x', 9.114362289949298), ('yearn-finance', 0.00042962202596801593), ('bancor', 2.0542603840761866), ('republic-protocol', 10.493675647531225), ('loopring', 14.814506138785823), ('1inch', 1.7948230022633784), ('balancer', 0.12866576117737905), ('origin-protocol', 2.5136606540961903), ('badger-dao', 0.09265852997896021), ('rocket-pool', 0.19499794607019494), ('perpetual-protocol', 0.34394803980626326), ('alchemix', 0.00153952331241702), ('beefy-finance', 0.0009045327827400935), ('vesper-finance', 0.02718065965643782), ('harvest-finance', 0.006006027597850005), ('melon', 0.01601219248154603), ('bella-protocol', 0.33958150736505216), ('hegic', 5.101648843460263), ('rari-governance-token', 0.1032793286887066), ('frax-share', 0.1127995562143456), ('meta', 0.2677611730741301), ('barnbridge', 0.01624321917309393), ('yam-2', 0.14264924037904445), ('inverse-finance', 0.0004890258375598017), ('lido-dao', 0.23528885523222715), ('pickle-finance', 0.011377195348790566)]",239.45540068652926
2021-06-20,"[('uniswap', 3.351624513000765), ('aave', 0.1481255216483687), ('havven', 1.7703866041769236), ('sushi', 1.671018324409348), ('maker', 0.010743193823107577), ('compound-governance-token', 0.05372461427955922), ('0x', 9.114362289949298), ('yearn-finance', 0.00042962202596801593), ('bancor', 2.0542603840761866), ('republic-protocol', 10.493675647531225), ('loopring', 14.814506138785823), ('1inch', 1.7948230022633784), ('balancer', 0.12866576117737905), ('origin-protocol', 2.5136606540961903), ('badger-dao', 0.09265852997896021), ('rocket-pool', 0.19499794607019494), ('perpetual-protocol', 0.34394803980626326), ('alchemix', 0.00153952331241702), ('beefy-finance', 0.0009045327827400935), ('vesper-finance', 0.02718065965643782), ('harvest-finance', 0.006006027597850005), ('melon', 0.01601219248154603), ('bella-protocol', 0.33958150736505216), ('hegic', 5.101648843460263), ('rari-governance-token', 0.1032793286887066), ('frax-share', 0.1127995562143456), ('meta', 0.2677611730741301), ('barnbridge', 0.01624321917309393), ('yam-2', 0.14264924037904445), ('inverse-finance', 0.0004890258375598017), ('lido-dao', 0.23528885523222715), ('pickle-finance', 0.011377195348790566)]",233.59019497941676
2021-06-21,"[('uniswap', 3.351624513000765), ('aave', 0.1481255216483687), ('havven', 1.7703866041769236), ('sushi', 1.671018324409348), ('maker', 0.010743193823107577), ('compound-governance-token', 0.05372461427955922), ('0x', 9.114362289949298), ('yearn-finance', 0.00042962202596801593), ('bancor', 2.0542603840761866), ('republic-protocol', 10.493675647531225), ('loopring', 14.814506138785823), ('1inch', 1.7948230022633784), ('balancer', 0.12866576117737905), ('origin-protocol', 2.5136606540961903), ('badger-dao', 0.09265852997896021), ('rocket-pool', 0.19499794607019494), ('perpetual-protocol', 0.34394803980626326), ('alchemix', 0.00153952331241702), ('beefy-finance', 0.0009045327827400935), ('vesper-finance', 0.02718065965643782), ('harvest-finance', 0.006006027597850005), ('melon', 0.01601219248154603), ('bella-protocol', 0.33958150736505216), ('hegic', 5.101648843460263), ('rari-governance-token', 0.1032793286887066), ('frax-share', 0.1127995562143456), ('meta', 0.2677611730741301), ('barnbridge', 0.01624321917309393), ('yam-2', 0.14264924037904445), ('inverse-finance', 0.0004890258375598017), ('lido-dao', 0.23528885523222715), ('pickle-finance', 0.011377195348790566)]",246.40458134952462
2021-06-22,"[('uniswap', 3.351624513000765), ('aave', 0.1481255216483687), ('havven', 1.7703866041769236), ('sushi', 1.671018324409348), ('maker', 0.010743193823107577), ('compound-governance-token', 0.05372461427955922), ('0x', 9.114362289949298), ('yearn-finance', 0.00042962202596801593), ('bancor', 2.0542603840761866), ('republic-protocol', 10.493675647531225), ('loopring', 14.814506138785823), ('1inch', 1.7948230022633784), ('balancer', 0.12866576117737905), ('origin-protocol', 2.5136606540961903), ('badger-dao', 0.09265852997896021), ('rocket-pool', 0.19499794607019494), ('perpetual-protocol', 0.34394803980626326), ('alchemix', 0.00153952331241702), ('beefy-finance', 0.0009045327827400935), ('vesper-finance', 0.02718065965643782), ('harvest-finance', 0.006006027597850005), ('melon', 0.01601219248154603), ('bella-protocol', 0.33958150736505216), ('hegic', 5.101648843460263), ('rari-governance-token', 0.1032793286887066), ('frax-share', 0.1127995562143456), ('meta', 0.2677611730741301), ('barnbridge', 0.01624321917309393), ('yam-2', 0.14264924037904445), ('inverse-finance', 0.0004890258375598017), ('lido-dao', 0.23528885523222715), ('pickle-finance', 0.011377195348790566)]",192.7421592804679
2021-06-23,"[('uniswap', 3.351624513000765), ('aave', 0.1481255216483687), ('havven', 1.7703866041769236), ('sushi', 1.671018324409348), ('maker', 0.010743193823107577), ('compound-governance-token', 0.05372461427955922), ('0x', 9.114362289949298), ('yearn-finance', 0.00042962202596801593), ('bancor', 2.0542603840761866), ('republic-protocol', 10.493675647531225), ('loopring', 14.814506138785823), ('1inch', 1.7948230022633784), ('balancer', 0.12866576117737905), ('origin-protocol', 2.5136606540961903), ('badger-dao', 0.09265852997896021), ('rocket-pool', 0.19499794607019494), ('perpetual-protocol', 0.34394803980626326), ('alchemix', 0.00153952331241702), ('beefy-finance', 0.0009045327827400935), ('vesper-finance', 0.02718065965643782), ('harvest-finance', 0.006006027597850005), ('melon', 0.01601219248154603), ('bella-protocol', 0.33958150736505216), ('hegic', 5.101648843460263), ('rari-governance-token', 0.1032793286887066), ('frax-share', 0.1127995562143456), ('meta', 0.2677611730741301), ('barnbridge', 0.01624321917309393), ('yam-2', 0.14264924037904445), ('inverse-finance', 0.0004890258375598017), ('lido-dao', 0.23528885523222715), ('pickle-finance', 0.011377195348790566)]",192.0159406938495
2021-06-24,"[('uniswap', 3.351624513000765), ('aave', 0.1481255216483687), ('havven', 1.7703866041769236), ('sushi', 1.671018324409348), ('maker', 0.010743193823107577), ('compound-governance-token', 0.05372461427955922), ('0x', 9.114362289949298), ('yearn-finance', 0.00042962202596801593), ('bancor', 2.0542603840761866), ('republic-protocol', 10.493675647531225), ('loopring', 14.814506138785823), ('1inch', 1.7948230022633784), ('balancer', 0.12866576117737905), ('origin-protocol', 2.5136606540961903), ('badger-dao', 0.09265852997896021), ('rocket-pool', 0.19499794607019494), ('perpetual-protocol', 0.34394803980626326), ('alchemix', 0.00153952331241702), ('beefy-finance', 0.0009045327827400935), ('vesper-finance', 0.02718065965643782), ('harvest-finance', 0.006006027597850005), ('melon', 0.01601219248154603), ('bella-protocol', 0.33958150736505216), ('hegic', 5.101648843460263), ('rari-governance-token', 0.1032793286887066), ('frax-share', 0.1127995562143456), ('meta', 0.2677611730741301), ('barnbridge', 0.01624321917309393), ('yam-2', 0.14264924037904445), ('inverse-finance', 0.0004890258375598017), ('lido-dao', 0.23528885523222715), ('pickle-finance', 0.011377195348790566)]",203.05691956580992
2021-06-25,"[('uniswap', 3.351624513000765), ('aave', 0.1481255216483687), ('havven', 1.7703866041769236), ('sushi', 1.671018324409348), ('maker', 0.010743193823107577), ('compound-governance-token', 0.05372461427955922), ('0x', 9.114362289949298), ('yearn-finance', 0.00042962202596801593), ('bancor', 2.0542603840761866), ('republic-protocol', 10.493675647531225), ('loopring', 14.814506138785823), ('1inch', 1.7948230022633784), ('balancer', 0.12866576117737905), ('origin-protocol', 2.5136606540961903), ('badger-dao', 0.09265852997896021), ('rocket-pool', 0.19499794607019494), ('perpetual-protocol', 0.34394803980626326), ('alchemix', 0.00153952331241702), ('beefy-finance', 0.0009045327827400935), ('vesper-finance', 0.02718065965643782), ('harvest-finance', 0.006006027597850005), ('melon', 0.01601219248154603), ('bella-protocol', 0.33958150736505216), ('hegic', 5.101648843460263), ('rari-governance-token', 0.1032793286887066), ('frax-share', 0.1127995562143456), ('meta', 0.2677611730741301), ('barnbridge', 0.01624321917309393), ('yam-2', 0.14264924037904445), ('inverse-finance', 0.0004890258375598017), ('lido-dao', 0.23528885523222715), ('pickle-finance', 0.011377195348790566)]",205.40451359755676
2021-06-26,"[('uniswap', 3.351624513000765), ('aave', 0.1481255216483687), ('havven', 1.7703866041769236), ('sushi', 1.671018324409348), ('maker', 0.010743193823107577), ('compound-governance-token', 0.05372461427955922), ('0x', 9.114362289949298), ('yearn-finance', 0.00042962202596801593), ('bancor', 2.0542603840761866), ('republic-protocol', 10.493675647531225), ('loopring', 14.814506138785823), ('1inch', 1.7948230022633784), ('balancer', 0.12866576117737905), ('origin-protocol', 2.5136606540961903), ('badger-dao', 0.09265852997896021), ('rocket-pool', 0.19499794607019494), ('perpetual-protocol', 0.34394803980626326), ('alchemix', 0.00153952331241702), ('beefy-finance', 0.0009045327827400935), ('vesper-finance', 0.02718065965643782), ('harvest-finance', 0.006006027597850005), ('melon', 0.01601219248154603), ('bella-protocol', 0.33958150736505216), ('hegic', 5.101648843460263), ('rari-governance-token', 0.1032793286887066), ('frax-share', 0.1127995562143456), ('meta', 0.2677611730741301), ('barnbridge', 0.01624321917309393), ('yam-2', 0.14264924037904445), ('inverse-finance', 0.0004890258375598017), ('lido-dao', 0.23528885523222715), ('pickle-finance', 0.011377195348790566)]",185.20793586645695
2021-06-27,"[('uniswap', 3.351624513000765), ('aave', 0.1481255216483687), ('havven', 1.7703866041769236), ('sushi', 1.671018324409348), ('maker', 0.010743193823107577), ('compound-governance-token', 0.05372461427955922), ('0x', 9.114362289949298), ('yearn-finance', 0.00042962202596801593), ('bancor', 2.0542603840761866), ('republic-protocol', 10.493675647531225), ('loopring', 14.814506138785823), ('1inch', 1.7948230022633784), ('balancer', 0.12866576117737905), ('origin-protocol', 2.5136606540961903), ('badger-dao', 0.09265852997896021), ('rocket-pool', 0.19499794607019494), ('perpetual-protocol', 0.34394803980626326), ('alchemix', 0.00153952331241702), ('beefy-finance', 0.0009045327827400935), ('vesper-finance', 0.02718065965643782), ('harvest-finance', 0.006006027597850005), ('melon', 0.01601219248154603), ('bella-protocol', 0.33958150736505216), ('hegic', 5.101648843460263), ('rari-governance-token', 0.1032793286887066), ('frax-share', 0.1127995562143456), ('meta', 0.2677611730741301), ('barnbridge', 0.01624321917309393), ('yam-2', 0.14264924037904445), ('inverse-finance', 0.0004890258375598017), ('lido-dao', 0.23528885523222715), ('pickle-finance', 0.011377195348790566)]",182.67147859054586
2021-06-28,"[('uniswap', 3.351624513000765), ('aave', 0.1481255216483687), ('havven', 1.7703866041769236), ('sushi', 1.671018324409348), ('maker', 0.010743193823107577), ('compound-governance-token', 0.05372461427955922), ('0x', 9.114362289949298), ('yearn-finance', 0.00042962202596801593), ('bancor', 2.0542603840761866), ('republic-protocol', 10.493675647531225), ('loopring', 14.814506138785823), ('1inch', 1.7948230022633784), ('balancer', 0.12866576117737905), ('origin-protocol', 2.5136606540961903), ('badger-dao', 0.09265852997896021), ('rocket-pool', 0.19499794607019494), ('perpetual-protocol', 0.34394803980626326), ('alchemix', 0.00153952331241702), ('beefy-finance', 0.0009045327827400935), ('vesper-finance', 0.02718065965643782), ('harvest-finance', 0.006006027597850005), ('melon', 0.01601219248154603), ('bella-protocol', 0.33958150736505216), ('hegic', 5.101648843460263), ('rari-governance-token', 0.1032793286887066), ('frax-share', 0.1127995562143456), ('meta', 0.2677611730741301), ('barnbridge', 0.01624321917309393), ('yam-2', 0.14264924037904445), ('inverse-finance', 0.0004890258375598017), ('lido-dao', 0.23528885523222715), ('pickle-finance', 0.011377195348790566)]",197.36294576866936
2021-06-29,"[('uniswap', 3.351624513000765), ('aave', 0.1481255216483687), ('havven', 1.7703866041769236), ('sushi', 1.671018324409348), ('maker', 0.010743193823107577), ('compound-governance-token', 0.05372461427955922), ('0x', 9.114362289949298), ('yearn-finance', 0.00042962202596801593), ('bancor', 2.0542603840761866), ('republic-protocol', 10.493675647531225), ('loopring', 14.814506138785823), ('1inch', 1.7948230022633784), ('balancer', 0.12866576117737905), ('origin-protocol', 2.5136606540961903), ('badger-dao', 0.09265852997896021), ('rocket-pool', 0.19499794607019494), ('perpetual-protocol', 0.34394803980626326), ('alchemix', 0.00153952331241702), ('beefy-finance', 0.0009045327827400935), ('vesper-finance', 0.02718065965643782), ('harvest-finance', 0.006006027597850005), ('melon', 0.01601219248154603), ('bella-protocol', 0.33958150736505216), ('hegic', 5.101648843460263), ('rari-governance-token', 0.1032793286887066), ('frax-share', 0.1127995562143456), ('meta', 0.2677611730741301), ('barnbridge', 0.01624321917309393), ('yam-2', 0.14264924037904445), ('inverse-finance', 0.0004890258375598017), ('lido-dao', 0.23528885523222715), ('pickle-finance', 0.011377195348790566)]",212.13180399059576
2021-06-30,"[('uniswap', 3.351624513000765), ('aave', 0.1481255216483687), ('havven', 1.7703866041769236), ('sushi', 1.671018324409348), ('maker', 0.010743193823107577), ('compound-governance-token', 0.05372461427955922), ('0x', 9.114362289949298), ('yearn-finance', 0.00042962202596801593), ('bancor', 2.0542603840761866), ('republic-protocol', 10.493675647531225), ('loopring', 14.814506138785823), ('1inch', 1.7948230022633784), ('balancer', 0.12866576117737905), ('origin-protocol', 2.5136606540961903), ('badger-dao', 0.09265852997896021), ('rocket-pool', 0.19499794607019494), ('perpetual-protocol', 0.34394803980626326), ('alchemix', 0.00153952331241702), ('beefy-finance', 0.0009045327827400935), ('vesper-finance', 0.02718065965643782), ('harvest-finance', 0.006006027597850005), ('melon', 0.01601219248154603), ('bella-protocol', 0.33958150736505216), ('hegic', 5.101648843460263), ('rari-governance-token', 0.1032793286887066), ('frax-share', 0.1127995562143456), ('meta', 0.2677611730741301), ('barnbridge', 0.01624321917309393), ('yam-2', 0.14264924037904445), ('inverse-finance', 0.0004890258375598017), ('lido-dao', 0.23528885523222715), ('pickle-finance', 0.011377195348790566)]",222.21959760033542
2021-07-01,"[('uniswap', 2.9840898129648443), ('aave', 0.1313595944170556), ('maker', 0.00927244774778876), ('compound-governance-token', 0.05500262525547629), ('sushi', 1.9516331643351077), ('yearn-finance', 0.0003656581899877448), ('havven', 1.621036757606309), ('bancor', 2.2768556507548143), ('0x', 8.64897120882207), ('1inch', 1.7723276509788966), ('loopring', 12.755922177666562), ('republic-protocol', 9.033606844782438), ('tribe-2', 4.299045880279398), ('perpetual-protocol', 0.44509106784226515), ('balancer', 0.1102804174591783), ('origin-protocol', 3.1656835851936505), ('alchemix', 0.00478858264781027), ('rocket-pool', 0.1655132301526125), ('kyber-network-crystal', 1.000470250725144), ('barnbridge', 0.03469027183044281), ('melon', 0.014462837653393531), ('badger-dao', 0.0922300244148519), ('beefy-finance', 0.0007799598003847658), ('frax-share', 0.2653448292205391), ('lido-dao', 0.2908082695663077), ('rari-governance-token', 0.08933867073561902), ('hegic', 5.793816622034972), ('bella-protocol', 0.3232219555893016), ('vesper-finance', 0.04160949512841875), ('harvest-finance', 0.005828265986144407), ('liquity', 0.04990364719133098), ('meta', 0.29175522607540383), ('pendle', 0.19360975751745105), ('reflexer-ungovernance-token', 0.0007396115416460158), ('yam-2', 0.12714109631635898), ('pickle-finance', 0.009764101706812555), ('inverse-finance', 0.0004197168749495434), ('cryptex-finance', 0.016804179256509583)]",222.7482456704037
2021-07-02,"[('uniswap', 2.9840898129648443), ('aave', 0.1313595944170556), ('maker', 0.00927244774778876), ('compound-governance-token', 0.05500262525547629), ('sushi', 1.9516331643351077), ('yearn-finance', 0.0003656581899877448), ('havven', 1.621036757606309), ('bancor', 2.2768556507548143), ('0x', 8.64897120882207), ('1inch', 1.7723276509788966), ('loopring', 12.755922177666562), ('republic-protocol', 9.033606844782438), ('tribe-2', 4.299045880279398), ('perpetual-protocol', 0.44509106784226515), ('balancer', 0.1102804174591783), ('origin-protocol', 3.1656835851936505), ('alchemix', 0.00478858264781027), ('rocket-pool', 0.1655132301526125), ('kyber-network-crystal', 1.000470250725144), ('barnbridge', 0.03469027183044281), ('melon', 0.014462837653393531), ('badger-dao', 0.0922300244148519), ('beefy-finance', 0.0007799598003847658), ('frax-share', 0.2653448292205391), ('lido-dao', 0.2908082695663077), ('rari-governance-token', 0.08933867073561902), ('hegic', 5.793816622034972), ('bella-protocol', 0.3232219555893016), ('vesper-finance', 0.04160949512841875), ('harvest-finance', 0.005828265986144407), ('liquity', 0.04990364719133098), ('meta', 0.29175522607540383), ('pendle', 0.19360975751745105), ('reflexer-ungovernance-token', 0.0007396115416460158), ('yam-2', 0.12714109631635898), ('pickle-finance', 0.009764101706812555), ('inverse-finance', 0.0004197168749495434), ('cryptex-finance', 0.016804179256509583)]",210.37116687701334
2021-07-03,"[('uniswap', 2.9840898129648443), ('aave', 0.1313595944170556), ('maker', 0.00927244774778876), ('compound-governance-token', 0.05500262525547629), ('sushi', 1.9516331643351077), ('yearn-finance', 0.0003656581899877448), ('havven', 1.621036757606309), ('bancor', 2.2768556507548143), ('0x', 8.64897120882207), ('1inch', 1.7723276509788966), ('loopring', 12.755922177666562), ('republic-protocol', 9.033606844782438), ('tribe-2', 4.299045880279398), ('perpetual-protocol', 0.44509106784226515), ('balancer', 0.1102804174591783), ('origin-protocol', 3.1656835851936505), ('alchemix', 0.00478858264781027), ('rocket-pool', 0.1655132301526125), ('kyber-network-crystal', 1.000470250725144), ('barnbridge', 0.03469027183044281), ('melon', 0.014462837653393531), ('badger-dao', 0.0922300244148519), ('beefy-finance', 0.0007799598003847658), ('frax-share', 0.2653448292205391), ('lido-dao', 0.2908082695663077), ('rari-governance-token', 0.08933867073561902), ('hegic', 5.793816622034972), ('bella-protocol', 0.3232219555893016), ('vesper-finance', 0.04160949512841875), ('harvest-finance', 0.005828265986144407), ('liquity', 0.04990364719133098), ('meta', 0.29175522607540383), ('pendle', 0.19360975751745105), ('reflexer-ungovernance-token', 0.0007396115416460158), ('yam-2', 0.12714109631635898), ('pickle-finance', 0.009764101706812555), ('inverse-finance', 0.0004197168749495434), ('cryptex-finance', 0.016804179256509583)]",213.6848884260948
2021-07-04,"[('uniswap', 2.9840898129648443), ('aave', 0.1313595944170556), ('maker', 0.00927244774778876), ('compound-governance-token', 0.05500262525547629), ('sushi', 1.9516331643351077), ('yearn-finance', 0.0003656581899877448), ('havven', 1.621036757606309), ('bancor', 2.2768556507548143), ('0x', 8.64897120882207), ('1inch', 1.7723276509788966), ('loopring', 12.755922177666562), ('republic-protocol', 9.033606844782438), ('tribe-2', 4.299045880279398), ('perpetual-protocol', 0.44509106784226515), ('balancer', 0.1102804174591783), ('origin-protocol', 3.1656835851936505), ('alchemix', 0.00478858264781027), ('rocket-pool', 0.1655132301526125), ('kyber-network-crystal', 1.000470250725144), ('barnbridge', 0.03469027183044281), ('melon', 0.014462837653393531), ('badger-dao', 0.0922300244148519), ('beefy-finance', 0.0007799598003847658), ('frax-share', 0.2653448292205391), ('lido-dao', 0.2908082695663077), ('rari-governance-token', 0.08933867073561902), ('hegic', 5.793816622034972), ('bella-protocol', 0.3232219555893016), ('vesper-finance', 0.04160949512841875), ('harvest-finance', 0.005828265986144407), ('liquity', 0.04990364719133098), ('meta', 0.29175522607540383), ('pendle', 0.19360975751745105), ('reflexer-ungovernance-token', 0.0007396115416460158), ('yam-2', 0.12714109631635898), ('pickle-finance', 0.009764101706812555), ('inverse-finance', 0.0004197168749495434), ('cryptex-finance', 0.016804179256509583)]",224.74491501734573
2021-07-05,"[('uniswap', 2.9840898129648443), ('aave', 0.1313595944170556), ('maker', 0.00927244774778876), ('compound-governance-token', 0.05500262525547629), ('sushi', 1.9516331643351077), ('yearn-finance', 0.0003656581899877448), ('havven', 1.621036757606309), ('bancor', 2.2768556507548143), ('0x', 8.64897120882207), ('1inch', 1.7723276509788966), ('loopring', 12.755922177666562), ('republic-protocol', 9.033606844782438), ('tribe-2', 4.299045880279398), ('perpetual-protocol', 0.44509106784226515), ('balancer', 0.1102804174591783), ('origin-protocol', 3.1656835851936505), ('alchemix', 0.00478858264781027), ('rocket-pool', 0.1655132301526125), ('kyber-network-crystal', 1.000470250725144), ('barnbridge', 0.03469027183044281), ('melon', 0.014462837653393531), ('badger-dao', 0.0922300244148519), ('beefy-finance', 0.0007799598003847658), ('frax-share', 0.2653448292205391), ('lido-dao', 0.2908082695663077), ('rari-governance-token', 0.08933867073561902), ('hegic', 5.793816622034972), ('bella-protocol', 0.3232219555893016), ('vesper-finance', 0.04160949512841875), ('harvest-finance', 0.005828265986144407), ('liquity', 0.04990364719133098), ('meta', 0.29175522607540383), ('pendle', 0.19360975751745105), ('reflexer-ungovernance-token', 0.0007396115416460158), ('yam-2', 0.12714109631635898), ('pickle-finance', 0.009764101706812555), ('inverse-finance', 0.0004197168749495434), ('cryptex-finance', 0.016804179256509583)]",241.67164230854215
2021-07-06,"[('uniswap', 2.9840898129648443), ('aave', 0.1313595944170556), ('maker', 0.00927244774778876), ('compound-governance-token', 0.05500262525547629), ('sushi', 1.9516331643351077), ('yearn-finance', 0.0003656581899877448), ('havven', 1.621036757606309), ('bancor', 2.2768556507548143), ('0x', 8.64897120882207), ('1inch', 1.7723276509788966), ('loopring', 12.755922177666562), ('republic-protocol', 9.033606844782438), ('tribe-2', 4.299045880279398), ('perpetual-protocol', 0.44509106784226515), ('balancer', 0.1102804174591783), ('origin-protocol', 3.1656835851936505), ('alchemix', 0.00478858264781027), ('rocket-pool', 0.1655132301526125), ('kyber-network-crystal', 1.000470250725144), ('barnbridge', 0.03469027183044281), ('melon', 0.014462837653393531), ('badger-dao', 0.0922300244148519), ('beefy-finance', 0.0007799598003847658), ('frax-share', 0.2653448292205391), ('lido-dao', 0.2908082695663077), ('rari-governance-token', 0.08933867073561902), ('hegic', 5.793816622034972), ('bella-protocol', 0.3232219555893016), ('vesper-finance', 0.04160949512841875), ('harvest-finance', 0.005828265986144407), ('liquity', 0.04990364719133098), ('meta', 0.29175522607540383), ('pendle', 0.19360975751745105), ('reflexer-ungovernance-token', 0.0007396115416460158), ('yam-2', 0.12714109631635898), ('pickle-finance', 0.009764101706812555), ('inverse-finance', 0.0004197168749495434), ('cryptex-finance', 0.016804179256509583)]",249.0161774620126
2021-07-07,"[('uniswap', 2.9840898129648443), ('aave', 0.1313595944170556), ('maker', 0.00927244774778876), ('compound-governance-token', 0.05500262525547629), ('sushi', 1.9516331643351077), ('yearn-finance', 0.0003656581899877448), ('havven', 1.621036757606309), ('bancor', 2.2768556507548143), ('0x', 8.64897120882207), ('1inch', 1.7723276509788966), ('loopring', 12.755922177666562), ('republic-protocol', 9.033606844782438), ('tribe-2', 4.299045880279398), ('perpetual-protocol', 0.44509106784226515), ('balancer', 0.1102804174591783), ('origin-protocol', 3.1656835851936505), ('alchemix', 0.00478858264781027), ('rocket-pool', 0.1655132301526125), ('kyber-network-crystal', 1.000470250725144), ('barnbridge', 0.03469027183044281), ('melon', 0.014462837653393531), ('badger-dao', 0.0922300244148519), ('beefy-finance', 0.0007799598003847658), ('frax-share', 0.2653448292205391), ('lido-dao', 0.2908082695663077), ('rari-governance-token', 0.08933867073561902), ('hegic', 5.793816622034972), ('bella-protocol', 0.3232219555893016), ('vesper-finance', 0.04160949512841875), ('harvest-finance', 0.005828265986144407), ('liquity', 0.04990364719133098), ('meta', 0.29175522607540383), ('pendle', 0.19360975751745105), ('reflexer-ungovernance-token', 0.0007396115416460158), ('yam-2', 0.12714109631635898), ('pickle-finance', 0.009764101706812555), ('inverse-finance', 0.0004197168749495434), ('cryptex-finance', 0.016804179256509583)]",261.45593621244063
2021-07-08,"[('uniswap', 2.9840898129648443), ('aave', 0.1313595944170556), ('maker', 0.00927244774778876), ('compound-governance-token', 0.05500262525547629), ('sushi', 1.9516331643351077), ('yearn-finance', 0.0003656581899877448), ('havven', 1.621036757606309), ('bancor', 2.2768556507548143), ('0x', 8.64897120882207), ('1inch', 1.7723276509788966), ('loopring', 12.755922177666562), ('republic-protocol', 9.033606844782438), ('tribe-2', 4.299045880279398), ('perpetual-protocol', 0.44509106784226515), ('balancer', 0.1102804174591783), ('origin-protocol', 3.1656835851936505), ('alchemix', 0.00478858264781027), ('rocket-pool', 0.1655132301526125), ('kyber-network-crystal', 1.000470250725144), ('barnbridge', 0.03469027183044281), ('melon', 0.014462837653393531), ('badger-dao', 0.0922300244148519), ('beefy-finance', 0.0007799598003847658), ('frax-share', 0.2653448292205391), ('lido-dao', 0.2908082695663077), ('rari-governance-token', 0.08933867073561902), ('hegic', 5.793816622034972), ('bella-protocol', 0.3232219555893016), ('vesper-finance', 0.04160949512841875), ('harvest-finance', 0.005828265986144407), ('liquity', 0.04990364719133098), ('meta', 0.29175522607540383), ('pendle', 0.19360975751745105), ('reflexer-ungovernance-token', 0.0007396115416460158), ('yam-2', 0.12714109631635898), ('pickle-finance', 0.009764101706812555), ('inverse-finance', 0.0004197168749495434), ('cryptex-finance', 0.016804179256509583)]",259.32995799708505
