date,Equal_5_Monthly,Equal_5_Quarterly,Equal_10_Monthly,Equal_10_Quarterly,Equal_20_Monthly,Equal_20_Quarterly,Equal_50_Monthly,Equal_50_Quarterly,Capped-25_5_Monthly,Capped-25_5_Quarterly,Capped-25_10_Monthly,Capped-25_10_Quarterly,Capped-25_20_Monthly,Capped-25_20_Quarterly,Capped-25_50_Monthly,Capped-25_50_Quarterly,Proportional_5_Monthly,Proportional_5_Quarterly,Proportional_10_Monthly,Proportional_10_Quarterly,Proportional_20_Monthly,Proportional_20_Quarterly,Proportional_50_Monthly,Proportional_50_Quarterly,Square Root_5_Monthly,Square Root_5_Quarterly,Square Root_10_Monthly,Square Root_10_Quarterly,Square Root_20_Monthly,Square Root_20_Quarterly,Square Root_50_Monthly,Square Root_50_Quarterly
2021-01-11,147.84243586762574,147.84243586762574,164.02827253990816,164.02827253990816,153.4922030374571,153.4922030374571,153.4922030374571,153.4922030374571,148.23987042657035,148.23987042657035,159.50151137087468,159.50151137087468,157.30786625843376,157.30786625843376,157.30786625843376,157.30786625843376,148.23987042657035,148.23987042657035,159.50151137087468,159.50151137087468,157.30786625843376,157.30786625843376,157.30786625843376,157.30786625843376,148.1144234581663,148.1144234581663,161.82943730741857,161.82943730741857,156.66932473138232,156.66932473138232,156.66932473138232,156.66932473138232
2021-01-12,130.74775501568502,130.74775501568502,145.1873416301512,145.1873416301512,135.62789625741723,135.62789625741723,135.62789625741723,135.62789625741723,131.46815728924417,131.46815728924417,141.8011570101313,141.8011570101313,139.73081481065825,139.73081481065825,139.73081481065825,139.73081481065825,131.46815728924417,131.46815728924417,141.8011570101313,141.8011570101313,139.73081481065825,139.73081481065825,139.73081481065825,139.73081481065825,131.18430207582045,131.18430207582045,143.59577232534272,143.59577232534272,138.82328031020603,138.82328031020603,138.82328031020603,138.82328031020603
2021-01-13,141.1998060277809,141.1998060277809,152.90209427198434,152.90209427198434,140.9693630758851,140.9693630758851,140.9693630758851,140.9693630758851,142.67986764474463,142.67986764474463,151.8303051278515,151.8303051278515,149.0162810634062,149.0162810634062,149.0162810634062,149.0162810634062,142.67986764474463,142.67986764474463,151.8303051278515,151.8303051278515,149.0162810634062,149.0162810634062,149.0162810634062,149.0162810634062,142.03664418965067,142.03664418965067,152.571646681074,152.571646681074,146.3588364511896,146.3588364511896,146.3588364511896,146.3588364511896
2021-01-14,159.0654366041912,159.0654366041912,175.8136466764759,175.8136466764759,161.41884862650343,161.41884862650343,161.41884862650343,161.41884862650343,160.67797845887873,160.67797845887873,171.62188809378242,171.62188809378242,168.39349348119285,168.39349348119285,168.39349348119285,168.39349348119285,160.67797845887873,160.67797845887873,171.62188809378242,171.62188809378242,168.39349348119285,168.39349348119285,168.39349348119285,168.39349348119285,159.96986544648502,159.96986544648502,173.66264971381727,173.66264971381727,166.3826721774126,166.3826721774126,166.3826721774126,166.3826721774126
2021-01-15,157.16430644013616,157.16430644013616,177.5638065674,177.5638065674,164.10682704469727,164.10682704469727,164.10682704469727,164.10682704469727,158.97499715481985,158.97499715481985,172.1057597468039,172.1057597468039,169.16890771570053,169.16890771570053,169.16890771570053,169.16890771570053,158.97499715481985,158.97499715481985,172.1057597468039,172.1057597468039,169.16890771570053,169.16890771570053,169.16890771570053,169.16890771570053,158.15184005188317,158.15184005188317,174.76479923635608,174.76479923635608,168.0491971256537,168.0491971256537,168.0491971256537,168.0491971256537
2021-01-16,160.8389752949988,160.8389752949988,181.06392353844095,181.06392353844095,167.20959044675183,167.20959044675183,167.20959044675183,167.20959044675183,164.93250090106628,164.93250090106628,176.91385208090423,176.91385208090423,173.80062046983394,173.80062046983394,173.80062046983394,173.80062046983394,164.93250090106628,164.93250090106628,176.91385208090423,176.91385208090423,173.80062046983394,173.80062046983394,173.80062046983394,173.80062046983394,163.00233871305056,163.00233871305056,178.8084668983224,178.8084668983224,171.81203040405762,171.81203040405762,171.81203040405762,171.81203040405762
2021-01-17,174.95301720245317,174.95301720245317,192.5019463992192,192.5019463992192,178.91012127747604,178.91012127747604,178.91012127747604,178.91012127747604,180.03883036842862,180.03883036842862,190.41153033957386,190.41153033957386,187.22274798242125,187.22274798242125,187.22274798242125,187.22274798242125,180.03883036842862,180.03883036842862,190.41153033957386,190.41153033957386,187.22274798242125,187.22274798242125,187.22274798242125,187.22274798242125,177.62994423686746,177.62994423686746,191.326801839857,191.326801839857,184.31203908732638,184.31203908732638,184.31203908732638,184.31203908732638
2021-01-18,177.9903981324236,177.9903981324236,198.95728990271465,198.95728990271465,187.02437989550552,187.02437989550552,187.02437989550552,187.02437989550552,183.028767854936,183.028767854936,194.26226911944778,194.26226911944778,191.58630180250543,191.58630180250543,191.58630180250543,191.58630180250543,183.028767854936,183.028767854936,194.26226911944778,194.26226911944778,191.58630180250543,191.58630180250543,191.58630180250543,191.58630180250543,180.63807561496546,180.63807561496546,196.24557982453794,196.24557982453794,190.2491449924262,190.2491449924262,190.2491449924262,190.2491449924262
2021-01-19,186.86686471167863,186.86686471167863,202.74794692320594,202.74794692320594,190.2333358726818,190.2333358726818,190.2333358726818,190.2333358726818,191.71661244406368,191.71661244406368,200.36759250188553,200.36759250188553,197.50597906025897,197.50597906025897,197.50597906025897,197.50597906025897,191.71661244406368,191.71661244406368,200.36759250188553,200.36759250188553,197.50597906025897,197.50597906025897,197.50597906025897,197.50597906025897,189.4121603730186,189.4121603730186,201.32138297191426,201.32138297191426,194.95498212508178,194.95498212508178,194.95498212508178,194.95498212508178
2021-01-20,176.92919024309032,176.92919024309032,200.23585436436275,200.23585436436275,188.2346643514953,188.2346643514953,188.2346643514953,188.2346643514953,181.84900306063975,181.84900306063975,193.53386522675925,193.53386522675925,191.023593285197,191.023593285197,191.023593285197,191.023593285197,181.84900306063975,181.84900306063975,193.53386522675925,193.53386522675925,191.023593285197,191.023593285197,191.023593285197,191.023593285197,179.51390697338593,179.51390697338593,196.29786719390526,196.29786719390526,190.48748559295868,190.48748559295868,190.48748559295868,190.48748559295868
2021-01-21,181.85828081771126,181.85828081771126,206.97436503582597,206.97436503582597,193.15707086722907,193.15707086722907,193.15707086722907,193.15707086722907,187.93128768181583,187.93128768181583,200.33410170513338,200.33410170513338,197.37996618356647,197.37996618356647,197.37996618356647,197.37996618356647,187.93128768181583,187.93128768181583,200.33410170513338,200.33410170513338,197.37996618356647,197.37996618356647,197.37996618356647,197.37996618356647,185.0378157968334,185.0378157968334,203.0445125668367,203.0445125668367,196.2785411844876,196.2785411844876,196.2785411844876,196.2785411844876
2021-01-22,148.3087413957796,148.3087413957796,166.9917703568362,166.9917703568362,156.63142288022237,156.63142288022237,156.63142288022237,156.63142288022237,153.0623771458494,153.0623771458494,162.3103183691281,162.3103183691281,160.07074549460492,160.07074549460492,160.07074549460492,160.07074549460492,153.0623771458494,153.0623771458494,162.3103183691281,162.3103183691281,160.07074549460492,160.07074549460492,160.07074549460492,160.07074549460492,150.78920985625564,150.78920985625564,164.17904033097116,164.17904033097116,159.0815962633659,159.0815962633659,159.0815962633659,159.0815962633659
2021-01-23,170.15097884673372,170.15097884673372,190.47301307094924,190.47301307094924,177.99770295808918,177.99770295808918,177.99770295808918,177.99770295808918,176.33398477888665,176.33398477888665,187.0567135469651,187.0567135469651,184.21468998803908,184.21468998803908,184.21468998803908,184.21468998803908,176.33398477888665,176.33398477888665,187.0567135469651,187.0567135469651,184.21468998803908,184.21468998803908,184.21468998803908,184.21468998803908,173.3745245054691,173.3745245054691,188.38096294053577,188.38096294053577,182.0649522843715,182.0649522843715,182.0649522843715,182.0649522843715
2021-01-24,178.21858502893852,178.21858502893852,196.60321987974936,196.60321987974936,184.35978588999302,184.35978588999302,184.35978588999302,184.35978588999302,185.71240835708693,185.71240835708693,194.7213898824313,194.7213898824313,191.8280305598204,191.8280305598204,191.8280305598204,191.8280305598204,185.71240835708693,185.71240835708693,194.7213898824313,194.7213898824313,191.8280305598204,191.8280305598204,191.8280305598204,191.8280305598204,182.1114971890126,182.1114971890126,195.20746072081403,195.20746072081403,188.9066871904479,188.9066871904479,188.9066871904479,188.9066871904479
2021-01-25,216.54663474933292,216.54663474933292,221.6384279929839,221.6384279929839,208.59352911310015,208.59352911310015,208.59352911310015,208.59352911310015,227.64607973969902,227.64607973969902,229.0254529936096,229.0254529936096,225.34676455990663,225.34676455990663,225.34676455990663,225.34676455990663,227.64607973969902,227.64607973969902,229.0254529936096,229.0254529936096,225.34676455990663,225.34676455990663,225.34676455990663,225.34676455990663,222.28797215688576,222.28797215688576,225.06002931544515,225.06002931544515,217.68100493675976,217.68100493675976,217.68100493675976,217.68100493675976
2021-01-26,198.20084937411363,198.20084937411363,206.98483516776326,206.98483516776326,196.35415443798715,196.35415443798715,196.35415443798715,196.35415443798715,209.5291123363727,209.5291123363727,212.50608009477926,212.50608009477926,209.49537137596147,209.49537137596147,209.49537137596147,209.49537137596147,209.5291123363727,209.5291123363727,212.50608009477926,212.50608009477926,209.49537137596147,209.49537137596147,209.49537137596147,209.49537137596147,204.05813959759504,204.05813959759504,209.3155537100445,209.3155537100445,203.31501005217103,203.31501005217103,203.31501005217103,203.31501005217103
2021-01-27,220.2012910759535,220.2012910759535,222.8259746606273,222.8259746606273,210.0788867314643,210.0788867314643,210.0788867314643,210.0788867314643,234.09542115735948,234.09542115735948,233.39929292510817,233.39929292510817,229.5378017029852,229.5378017029852,229.5378017029852,229.5378017029852,234.09542115735948,234.09542115735948,233.39929292510817,233.39929292510817,229.5378017029852,229.5378017029852,229.5378017029852,229.5378017029852,227.3627754252828,227.3627754252828,227.71921997863365,227.71921997863365,220.23894835945813,220.23894835945813,220.23894835945813,220.23894835945813
2021-01-28,218.59003047549734,218.59003047549734,213.1903136369981,213.1903136369981,199.505992713451,199.505992713451,199.505992713451,199.505992713451,234.6571760396519,234.6571760396519,228.53968943543035,228.53968943543035,224.15092877902663,224.15092877902663,224.15092877902663,224.15092877902663,234.6571760396519,234.6571760396519,228.53968943543035,228.53968943543035,224.15092877902663,224.15092877902663,224.15092877902663,224.15092877902663,226.84976096261943,226.84976096261943,220.4043965469574,220.4043965469574,212.11843539651088,212.11843539651088,212.11843539651088,212.11843539651088
2021-01-29,229.15282083259163,229.15282083259163,229.00785456382332,229.00785456382332,218.4557399391736,218.4557399391736,218.4557399391736,218.4557399391736,243.86478477207012,243.86478477207012,240.78731925086308,240.78731925086308,237.33718515138088,237.33718515138088,237.33718515138088,237.33718515138088,243.86478477207012,243.86478477207012,240.78731925086308,240.78731925086308,237.33718515138088,237.33718515138088,237.33718515138088,237.33718515138088,236.7263955470553,236.7263955470553,234.39893256233626,234.39893256233626,227.95481256104335,227.95481256104335,227.95481256104335,227.95481256104335
2021-01-30,237.64686246472894,237.64686246472894,234.86355232881894,234.86355232881894,225.57714362999533,225.57714362999533,225.57714362999533,225.57714362999533,251.63889478699602,251.63889478699602,247.57036356819884,247.57036356819884,244.4136619072735,244.4136619072735,244.4136619072735,244.4136619072735,251.63889478699602,251.63889478699602,247.57036356819884,247.57036356819884,244.4136619072735,244.4136619072735,244.4136619072735,244.4136619072735,244.81873403156922,244.81873403156922,240.84486510734536,240.84486510734536,235.03414082275577,235.03414082275577,235.03414082275577,235.03414082275577
2021-01-31,266.78099865223766,266.78099865223766,261.8201061365463,261.8201061365463,254.757351698771,254.757351698771,254.757351698771,254.757351698771,283.439375778585,283.439375778585,277.9602317753996,277.9602317753996,274.9692106137035,274.9692106137035,274.9692106137035,274.9692106137035,283.439375778585,283.439375778585,277.9602317753996,277.9602317753996,274.9692106137035,274.9692106137035,274.9692106137035,274.9692106137035,275.2812203200168,275.2812203200168,269.4979941871997,269.4979941871997,264.45520003975423,264.45520003975423,264.45520003975423,264.45520003975423
2021-02-01,256.9835479680175,256.74035478981364,259.8577427344611,257.4863458760978,250.14858608291738,252.41733600881832,250.14858608291738,252.41733600881832,270.44828960272935,270.8402438791841,267.91500128994596,268.3043371029387,265.27935464067076,265.98404113922925,265.27935464067076,265.98404113922925,268.8944813767296,270.8402438791841,267.20949692584463,268.3043371029387,264.8449986316511,265.98404113922925,264.8449986316511,265.98404113922925,263.18607039899166,263.92747128035137,263.145993421655,262.394105966038,258.2062599181489,258.61294174661543,258.2062599181489,258.61294174661543
2021-02-02,266.4395566983701,269.2224243802651,273.6101308196553,275.29682202196045,260.8971810066712,268.8121960031801,260.8971810066712,268.8121960031801,282.64977657261426,284.92585230151786,284.9606164829611,284.93188172706425,282.02782263726095,282.4146783754765,282.02782263726095,282.4146783754765,284.3254763300812,284.92585230151786,285.2833195996786,284.93188172706425,282.21942584539704,282.4146783754765,282.21942584539704,282.4146783754765,275.3614433319606,277.2073569442251,278.9871255665213,279.52912999986785,272.5172154729111,275.16979641558356,272.5172154729111,275.16979641558356
2021-02-03,269.3306280332222,264.67947332705404,277.08875867837605,277.2584509333596,269.94225430493026,270.32462614102957,269.94225430493026,270.32462614102957,281.5674889262341,279.4690962172473,283.7633624584271,284.27437816624,281.31722405366395,281.92417514854174,281.31722405366395,281.92417514854174,281.13451209287365,279.4690962172473,283.2780802967217,284.27437816624,281.0059113508541,281.92417514854174,281.0059113508541,281.92417514854174,275.2178639610853,272.2045723831692,280.0214644894283,280.26924803917007,275.86717659897334,275.9588632286664,275.86717659897334,275.9588632286664
2021-02-04,292.7115899150293,292.3580991737561,300.154786387321,302.26630078083735,287.6566513548442,294.29262949501407,287.6566513548442,294.29262949501407,310.5008981019661,309.6422880489626,311.4057601823572,312.3691528334546,307.70042489490055,309.5736755289527,307.70042489490055,309.5736755289527,308.3600699233098,309.6422880489626,310.1323123669755,312.3691528334546,306.93937142750536,309.5736755289527,306.93937142750536,309.5736755289527,300.7520869391589,301.1525227881036,305.06331003735556,306.79453925698124,298.4991588808893,301.73313859385445,298.4991588808893,301.73313859385445
2021-02-05,335.85758963124675,324.96429266690035,336.07882900222705,337.3212163818188,313.922632630378,323.11803685073016,313.922632630378,323.11803685073016,353.4258651189329,344.73218457694463,347.6177076696684,349.3217875628529,341.4132336296229,344.7182780461008,341.4132336296229,344.7182780461008,346.7526925500544,344.73218457694463,344.7950818884669,349.3217875628529,339.7744771896749,344.7182780461008,339.7744771896749,344.7182780461008,341.8466152474555,335.02665522354704,340.4534440261489,342.91409328249495,329.1761269773964,334.2442858554763,329.1761269773964,334.2442858554763
2021-02-06,391.69376529084167,360.51702596403334,399.6386405670826,394.15927885763506,364.66130285640696,373.8165677552299,364.66130285640696,373.8165677552299,400.7356804341463,380.5223534396698,393.51092497508773,396.018135949594,385.53762016729735,390.5439117743361,385.53762016729735,390.5439117743361,390.1771804675011,380.5223534396698,389.3412522072771,396.018135949594,383.1196404135604,390.5439117743361,383.1196404135604,390.5439117743361,391.4694841567104,370.7002215780791,393.7895827697418,394.0518998051362,378.06939850531654,382.89308265216675,378.06939850531654,382.89308265216675
2021-02-07,356.08991065181664,328.2611445637474,364.20023621218354,359.43862127704347,333.3161803745055,341.23815844639284,333.3161803745055,341.23815844639284,365.93610272981005,347.49901870178684,359.8673618440457,362.2653535496499,352.6164228473918,357.30035001171933,352.6164228473918,357.30035001171933,356.2815898961989,347.49901870178684,355.9852078717352,362.2653535496499,350.36223375566635,357.30035001171933,350.36223375566635,357.30035001171933,356.7043261988585,338.069857583677,359.4951319299546,359.97711640171696,345.48515261113505,349.91559948078464,345.48515261113505,349.91559948078464
2021-02-08,348.21650558526994,322.9327485620537,354.8487640603703,349.9062402055857,324.2560369493047,331.84395424353175,324.2560369493047,331.84395424353175,359.12424277467824,341.89636073288443,351.76232247881387,354.1791503000996,344.408980106806,349.23535809583757,344.408980106806,349.23535809583757,349.1170179899667,341.89636073288443,347.762683051558,354.1791503000996,342.0890785511625,349.23535809583757,342.0890785511625,349.23535809583757,349.24742241484387,332.598767331775,350.6505023640288,351.1954576696918,336.66487607149236,341.19027375923093,336.66487607149236,341.19027375923093
2021-02-09,358.44608392145597,334.5349743137217,370.64800432504194,365.69682155333015,340.8962062985052,348.1913212595705,340.8962062985052,348.1913212595705,371.4703030920375,354.9207330345214,366.2854406190833,368.81253158110695,359.1406150783323,364.0109706061908,359.1406150783323,364.0109706061908,361.3517659700074,354.9207330345214,362.12620485450213,368.81253158110695,356.71359699984316,364.0109706061908,356.71359699984316,364.0109706061908,360.6013167151922,344.9453531576874,365.62653717807626,366.25437376488276,352.2120986827335,356.56832803389705,352.2120986827335,356.56832803389705
2021-02-10,376.0454105913466,350.6759262215953,387.7725706536231,380.05167984874845,356.2000069173314,360.10451699083467,356.2000069173314,360.10451699083467,386.91748911169447,370.41798837468315,380.6516416409584,383.34442188295685,372.75884369092574,378.0017417307068,372.75884369092574,378.0017417307068,374.9802307567842,370.41798837468315,375.92389283588824,383.34442188295685,370.00454462653744,378.0017417307068,370.00454462653744,378.0017417307068,376.4517800213006,360.77960879591643,381.40505507006696,380.7386897770047,366.8871030854874,369.8198331227523,366.8871030854874,369.8198331227523
2021-02-11,382.05549296229884,362.5928478994042,390.939515915299,385.77368130997917,362.51958165519613,364.92252368572935,362.51958165519613,364.92252368572935,399.2293347495283,385.2302173013134,391.4314795445429,393.95885931915745,383.32722739098523,388.25539677897376,383.32722739098523,388.25539677897376,387.9641718078385,385.2302173013134,386.93224190507,393.95885931915745,380.71405580767725,388.25539677897376,380.71405580767725,388.25539677897376,386.0978837617414,374.18940569997676,388.41834451033793,388.8927748664173,374.33503470210485,377.34744207134753,374.33503470210485,377.34744207134753
2021-02-12,391.0981233153494,377.6119941910573,426.8392274676196,415.5712562752205,398.10452205554964,397.20183832578937,398.10452205554964,397.20183832578937,407.1800854684934,398.40702368423865,411.37395367897045,414.28123561277494,404.4294309457559,409.68620123518434,404.4294309457559,409.68620123518434,396.32516925317617,398.40702368423865,406.52274279285075,414.28123561277494,401.5636823429457,409.68620123518434,401.5636823429457,409.68620123518434,394.7452471297576,388.2642704144265,415.5283869787445,413.6319683440441,403.1079782014897,403.97239414721616,403.1079782014897,403.97239414721616
2021-02-13,411.7852939332153,395.0316249662529,446.9521649665329,433.86339624825064,416.2758645324011,414.0794751963952,416.2758645324011,414.0794751963952,425.85001592675957,415.70585003021273,429.18923934349846,432.13407952524403,421.7912480264271,427.3909561429468,421.7912480264271,427.3909561429468,414.81918377986597,415.70585003021273,424.3287911439446,432.13407952524403,418.92741285071435,427.3909561429468,418.92741285071435,427.3909561429468,414.2073259001836,405.6100807470094,434.3744157391274,431.6249715730326,421.04367748518257,421.44131473340195,421.04367748518257,421.44131473340195
2021-02-14,392.6944417630991,378.34361597547064,436.87974136301796,421.92430709087614,411.6158783939475,405.97690945398284,411.6158783939475,405.97690945398284,405.52033277433054,397.4245994214375,412.8392639698687,415.74358768474235,407.03638441080136,412.0210147232582,407.03638441080136,412.0210147232582,395.18618148129497,397.4245994214375,408.12006452946866,415.74358768474235,404.2173882141604,412.0210147232582,404.2173882141604,412.0210147232582,394.80975941775097,388.1133819770455,420.89423132432546,417.24529539323515,410.77391642054596,409.2031663178598,410.77391642054596,409.2031663178598
2021-02-15,374.167705241873,358.5386064678478,412.6349201653069,399.2866981417753,384.63864508616365,383.27195222999507,384.63864508616365,383.27195222999507,387.1980355615109,377.85739480328675,392.3794054617143,395.03819722675473,386.18053617352126,391.18026808596466,386.18053617352126,391.18026808596466,377.6348594803447,377.85739480328675,388.0673960586945,395.03819722675473,383.6258119816631,391.18026808596466,383.6258119816631,391.18026808596466,376.72962616827766,368.4368974574819,398.7747790292046,395.68643819584656,387.30118589333705,387.46945796872546,387.30118589333705,387.46945796872546
2021-02-16,362.45202289184726,344.2604246164798,398.7793140008233,389.9675635102178,372.4197680153824,372.82253840184177,372.4197680153824,372.82253840184177,373.83955426111794,362.85760621273585,381.4551499032422,384.27325810349345,375.15763802172586,380.2676204072372,375.15763802172586,380.2676204072372,364.1454062215783,362.85760621273585,377.0072895468749,384.27325810349345,372.5268411687728,380.2676204072372,372.5268411687728,380.2676204072372,364.106357014763,353.7886768012257,387.2360495419318,385.9461027209885,375.9365525057612,377.23346085428506,375.9365525057612,377.23346085428506
2021-02-17,358.94080728132025,341.98113049307085,402.4650189150103,389.49881693454284,374.3368491733403,372.7026381944728,374.3368491733403,372.7026381944728,368.936191641269,359.51774187321814,379.4326043928879,382.07304121295135,373.310836682237,378.26270454522086,373.310836682237,378.26270454522086,360.4929177372634,359.51774187321814,375.3792333166585,382.07304121295135,370.9145319867789,378.26270454522086,370.9145319867789,378.26270454522086,360.3404151830769,350.9598217927582,387.727159579219,384.6127918190664,376.1473130643003,376.204373587099,376.1473130643003,376.204373587099
2021-02-18,372.12047376290514,353.51424255595884,408.80995610747857,397.6592794950727,386.0735721088134,385.3064740143276,386.0735721088134,385.3064740143276,382.4272056821891,371.8773020168767,389.9650817039744,392.5002487820786,384.7326200541983,389.6407739626958,384.7326200541983,389.6407739626958,374.21365210760956,371.8773020168767,386.11451821072393,392.5002487820786,382.4303818579395,389.6407739626958,382.4303818579395,389.6407739626958,373.7040139145664,362.9042252838405,396.3919607278648,393.86128386349856,387.2336722421336,387.66332574559334,387.2336722421336,387.66332574559334
2021-02-19,365.2078493402684,346.1783551164395,415.3672343080546,400.55523925267926,406.93886695475055,397.5906946060019,406.93886695475055,397.5906946060019,375.0007273725277,364.2307996967986,387.16409666017404,389.82903721518903,385.030802935653,389.6053309041523,385.030802935653,389.6053309041523,367.2270644540662,364.2307996967986,383.261588927752,389.82903721518903,382.6090838981878,389.6053309041523,382.6090838981878,389.6053309041523,366.65567151008025,355.4073474201857,397.42849964547713,393.71353573193636,395.9448914568616,392.87759573903026,395.9448914568616,392.87759573903026
